slope,elevation,rainfall_total,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,soil_moisture,soil_type,geology,vegetation_ndvi,land_use,historical_landslide_density,risk_probability,risk_level,source_type
21.2,1394.4,89.3,9.3,43.4,60.5,89.3,0.365,2,2,0.592,2,0.567,0.2024,LOW,DEMO
32.8,117.2,61.4,8.7,29.0,48.5,61.4,0.429,3,0,0.562,1,0.352,0.2687,MEDIUM,DEMO
41.4,198.0,153.7,20.1,43.0,89.2,153.7,0.439,2,1,0.247,1,0.358,0.574,HIGH,DEMO
25.0,284.3,53.9,5.1,22.4,39.9,53.9,0.351,2,0,0.708,2,0.543,0.185,LOW,DEMO
38.3,542.7,25.7,5.8,12.0,19.6,25.7,0.31,3,0,0.357,0,0.293,0.1926,LOW,DEMO
39.3,1762.2,46.6,10.1,22.0,38.2,46.6,0.349,1,2,0.592,1,0.335,0.2374,LOW,DEMO
21.2,462.5,14.4,2.0,4.5,8.9,14.4,0.261,2,1,0.395,1,0.145,0.1181,LOW,DEMO
35.7,1036.8,15.8,2.4,5.3,11.6,15.8,0.285,1,1,0.184,0,0.233,0.1482,LOW,DEMO
43.7,1192.0,19.3,1.9,8.6,13.1,19.3,0.224,0,2,0.519,0,0.172,0.1425,LOW,DEMO
33.5,874.1,101.4,12.4,50.4,67.4,101.4,0.482,2,0,0.353,1,0.173,0.3714,MEDIUM,DEMO
9.4,477.8,94.2,9.6,39.8,54.8,94.2,0.437,2,1,0.174,0,0.003,0.1993,LOW,DEMO
8.8,854.5,105.1,9.5,40.6,62.0,105.1,0.463,1,1,0.271,1,0.118,0.2571,MEDIUM,DEMO
29.0,457.1,49.9,8.4,28.1,40.0,49.9,0.329,1,0,0.59,1,0.588,0.2344,LOW,DEMO
52.9,158.8,37.2,6.8,15.2,28.8,37.2,0.303,3,2,0.197,0,0.355,0.2728,MEDIUM,DEMO
24.2,4200.0,255.9,29.9,108.3,170.1,255.9,0.752,1,0,0.186,2,0.231,0.5821,HIGH,DEMO
38.1,202.4,82.5,8.4,30.8,65.9,82.5,0.483,3,1,0.837,2,0.107,0.2782,MEDIUM,DEMO
24.0,147.6,33.9,5.2,12.9,19.5,33.9,0.243,3,3,0.202,0,0.253,0.1116,LOW,DEMO
27.8,1977.3,180.2,22.6,98.5,132.9,180.2,0.512,2,1,0.406,1,0.392,0.5232,HIGH,DEMO
47.7,403.4,164.3,29.1,94.3,133.2,164.3,0.569,0,0,0.221,0,0.083,0.6092,HIGH,DEMO
41.8,1025.6,112.1,15.8,54.8,89.8,112.1,0.442,1,0,0.834,1,0.415,0.4632,MEDIUM,DEMO
17.4,439.1,67.2,13.9,30.5,44.4,67.2,0.381,1,0,0.486,1,0.141,0.2316,LOW,DEMO
31.4,527.0,41.3,8.3,23.4,32.0,41.3,0.326,2,2,0.204,0,0.025,0.1497,LOW,DEMO
11.9,353.6,55.4,7.6,19.3,37.5,55.4,0.384,1,0,0.704,0,0.239,0.144,LOW,DEMO
32.9,458.1,150.6,19.8,83.1,120.8,150.6,0.515,2,0,0.713,2,0.687,0.5027,HIGH,DEMO
39.1,555.9,45.2,8.1,17.0,32.0,45.2,0.273,2,2,0.805,2,0.313,0.1946,LOW,DEMO
18.9,1227.0,29.5,4.9,16.4,23.0,29.5,0.265,1,0,0.656,1,0.54,0.1503,LOW,DEMO
26.6,724.8,110.9,12.6,30.5,63.6,110.9,0.448,2,1,0.162,1,0.026,0.3287,MEDIUM,DEMO
30.4,2667.2,73.2,13.0,26.8,53.2,73.2,0.323,1,1,0.538,0,0.388,0.2385,LOW,DEMO
52.4,118.5,46.5,7.8,22.1,33.2,46.5,0.334,0,0,0.412,0,0.066,0.3141,MEDIUM,DEMO
61.3,709.4,49.6,6.4,18.3,36.3,49.6,0.345,0,1,0.689,0,0.153,0.3583,MEDIUM,DEMO
13.5,869.8,12.7,1.1,4.8,9.6,12.7,0.256,0,0,0.569,2,0.345,0.1051,LOW,DEMO
43.2,2355.4,52.1,8.4,26.5,43.0,52.1,0.357,2,3,0.671,1,0.06,0.2343,LOW,DEMO
29.5,125.4,142.1,35.7,78.2,111.7,142.1,0.433,2,0,0.257,2,0.143,0.441,MEDIUM,DEMO
30.2,846.9,37.6,3.0,12.3,23.1,37.6,0.272,1,0,0.452,1,0.443,0.1895,LOW,DEMO
42.9,1809.5,281.1,74.9,157.5,224.3,281.1,0.715,2,1,0.448,1,0.275,0.6893,HIGH,DEMO
52.3,329.3,74.2,12.1,30.2,43.6,74.2,0.432,2,0,0.866,0,0.206,0.3837,MEDIUM,DEMO
55.1,1960.9,24.0,3.6,11.0,17.6,24.0,0.41,1,2,0.135,1,0.062,0.2905,MEDIUM,DEMO
36.1,97.3,87.4,16.7,45.9,71.2,87.4,0.368,2,0,0.74,3,0.226,0.3351,MEDIUM,DEMO
29.1,1266.6,37.5,2.5,10.1,21.7,37.5,0.308,1,0,0.194,1,0.136,0.1808,LOW,DEMO
44.5,2514.3,112.5,13.5,50.7,90.6,112.5,0.424,2,0,0.181,1,0.129,0.4888,MEDIUM,DEMO
25.2,1043.5,156.8,18.7,65.5,123.8,156.8,0.552,2,0,0.369,0,0.217,0.4193,MEDIUM,DEMO
35.6,600.3,127.0,13.9,44.1,89.0,127.0,0.455,0,0,0.653,2,0.134,0.3984,MEDIUM,DEMO
29.1,121.3,125.1,21.6,45.6,80.4,125.1,0.497,1,1,0.636,2,0.048,0.3695,MEDIUM,DEMO
38.9,2354.4,55.4,6.4,20.7,37.2,55.4,0.386,2,3,0.597,2,0.46,0.2152,LOW,DEMO
24.7,651.9,38.3,7.7,21.5,32.2,38.3,0.26,2,0,0.709,0,0.258,0.1432,LOW,DEMO
22.6,106.5,104.3,10.0,40.1,63.7,104.3,0.457,0,0,0.297,0,0.102,0.2464,LOW,DEMO
52.3,1133.5,40.5,8.9,21.2,29.3,40.5,0.236,0,2,0.602,1,0.059,0.288,MEDIUM,DEMO
17.8,671.7,56.8,5.9,16.1,32.7,56.8,0.343,1,0,0.605,2,0.648,0.1806,LOW,DEMO
33.7,199.5,41.7,4.0,12.0,25.6,41.7,0.311,0,0,0.617,3,0.205,0.1793,LOW,DEMO
23.9,297.0,45.4,10.5,21.6,35.4,45.4,0.323,1,1,0.572,1,0.086,0.1845,LOW,DEMO
12.9,140.0,109.6,14.8,31.6,70.2,109.6,0.438,1,1,0.288,1,0.182,0.3,MEDIUM,DEMO
12.6,848.6,43.5,10.0,25.2,36.8,43.5,0.306,0,0,0.815,0,0.463,0.1441,LOW,DEMO
21.8,955.6,110.9,22.3,46.7,77.6,110.9,0.443,1,1,0.862,0,0.319,0.2735,MEDIUM,DEMO
48.8,714.2,156.2,24.3,65.7,110.1,156.2,0.552,2,1,0.644,0,0.024,0.553,HIGH,DEMO
26.4,1608.9,50.9,7.1,16.0,28.5,50.9,0.358,0,1,0.458,2,0.537,0.199,LOW,DEMO
55.1,1856.0,33.0,5.0,15.5,27.6,33.0,0.317,1,1,0.528,0,0.186,0.2822,MEDIUM,DEMO
36.2,940.5,137.3,10.8,47.9,82.7,137.3,0.476,1,1,0.202,2,0.258,0.4233,MEDIUM,DEMO
31.6,91.6,91.0,14.7,29.5,64.8,91.0,0.473,2,0,0.396,1,0.411,0.372,MEDIUM,DEMO
36.2,1149.4,42.6,3.4,13.5,28.5,42.6,0.405,1,0,0.862,2,0.503,0.2067,LOW,DEMO
34.1,567.2,58.9,6.6,23.9,39.7,58.9,0.295,0,0,0.536,3,0.219,0.2185,LOW,DEMO
43.1,830.3,96.1,8.8,35.3,71.4,96.1,0.437,3,3,0.546,3,0.278,0.3019,MEDIUM,DEMO
26.4,1022.5,21.4,3.3,11.0,16.0,21.4,0.266,2,1,0.845,1,0.526,0.1407,LOW,DEMO
28.9,468.0,196.7,17.9,62.5,117.3,196.7,0.662,2,2,0.794,2,0.176,0.4774,MEDIUM,DEMO
50.5,2321.1,130.4,16.6,43.7,91.2,130.4,0.492,0,3,0.552,2,0.321,0.5121,HIGH,DEMO
54.7,209.5,75.2,15.4,30.8,59.2,75.2,0.392,0,2,0.324,0,0.484,0.4265,MEDIUM,DEMO
50.4,1081.9,190.7,15.7,72.6,130.3,190.7,0.629,0,1,0.209,1,0.475,0.7314,HIGH,DEMO
31.1,83.9,171.9,20.6,47.5,103.1,171.9,0.554,0,1,0.776,3,0.14,0.4601,MEDIUM,DEMO
44.1,2407.1,65.4,4.9,20.7,42.1,65.4,0.455,0,0,0.819,2,0.251,0.2903,MEDIUM,DEMO
32.8,187.4,62.0,4.3,20.8,38.0,62.0,0.391,1,3,0.496,0,0.37,0.1596,LOW,DEMO
33.5,169.7,63.7,8.0,20.3,37.4,63.7,0.415,1,1,0.192,0,0.099,0.2202,LOW,DEMO
23.2,444.5,106.5,22.5,48.7,70.6,106.5,0.437,2,0,0.581,0,0.161,0.2912,MEDIUM,DEMO
36.5,500.9,101.2,12.8,50.7,72.1,101.2,0.432,2,0,0.399,0,0.188,0.3345,MEDIUM,DEMO
22.4,297.1,15.7,1.4,4.6,9.0,15.7,0.32,0,2,0.24,3,0.094,0.0935,LOW,DEMO
28.2,871.8,96.8,8.6,34.5,70.8,96.8,0.465,3,0,0.819,1,0.396,0.2872,MEDIUM,DEMO
48.1,606.5,96.4,24.7,52.3,81.7,96.4,0.367,2,0,0.302,1,0.257,0.5249,HIGH,DEMO
23.3,111.3,64.2,10.5,37.2,53.8,64.2,0.376,0,1,0.66,0,0.036,0.1665,LOW,DEMO
15.7,426.6,78.3,15.4,46.2,62.6,78.3,0.419,0,2,0.446,3,0.273,0.1984,LOW,DEMO
15.6,1576.7,18.7,2.5,5.3,11.8,18.7,0.278,0,1,0.749,3,0.355,0.0995,LOW,DEMO
54.2,1133.2,28.8,3.4,9.2,16.1,28.8,0.322,2,2,0.653,0,0.45,0.2313,LOW,DEMO
33.8,1241.5,40.5,10.4,21.7,32.4,40.5,0.321,0,2,0.214,1,0.276,0.2144,LOW,DEMO
30.8,1157.9,107.4,20.3,42.5,60.8,107.4,0.337,0,3,0.462,3,0.306,0.2992,MEDIUM,DEMO
45.6,415.2,160.9,15.6,46.1,98.4,160.9,0.483,1,1,0.317,1,0.325,0.6028,HIGH,DEMO
47.0,174.5,102.9,18.0,48.0,73.4,102.9,0.49,2,1,0.662,1,0.591,0.5278,HIGH,DEMO
28.2,366.3,81.2,7.1,26.3,49.0,81.2,0.389,1,0,0.534,1,0.148,0.2471,LOW,DEMO
40.4,1684.3,117.7,22.1,44.5,94.2,117.7,0.478,1,0,0.379,0,0.195,0.4428,MEDIUM,DEMO
43.7,3622.3,7.0,0.9,3.3,5.5,7.0,0.263,0,1,0.37,0,0.468,0.1702,LOW,DEMO
38.9,692.8,152.9,25.7,59.1,118.8,152.9,0.493,1,0,0.207,2,0.418,0.5638,HIGH,DEMO
20.7,88.8,68.5,10.7,36.5,54.4,68.5,0.354,1,1,0.283,3,0.031,0.1939,LOW,DEMO
49.3,215.8,141.2,17.2,58.5,87.0,141.2,0.529,1,0,0.662,1,0.138,0.5995,HIGH,DEMO
34.8,429.9,113.0,14.1,61.0,86.8,113.0,0.481,1,0,0.584,0,0.035,0.3359,MEDIUM,DEMO
26.4,857.7,42.6,5.8,15.7,27.9,42.6,0.438,0,3,0.39,1,0.648,0.1745,LOW,DEMO
31.2,150.3,87.9,8.2,29.9,66.0,87.9,0.389,0,1,0.755,1,0.614,0.2836,MEDIUM,DEMO
12.8,2663.9,45.4,3.4,14.1,26.6,45.4,0.418,1,1,0.488,0,0.157,0.1183,LOW,DEMO
19.4,488.8,100.5,12.1,45.2,76.6,100.5,0.394,0,1,0.724,0,0.281,0.2145,LOW,DEMO
43.5,2273.4,211.2,32.2,117.0,177.7,211.2,0.667,1,1,0.714,1,0.39,0.6745,HIGH,DEMO
5.1,1444.9,100.8,11.3,32.0,56.8,100.8,0.446,0,0,0.764,0,0.216,0.2113,LOW,DEMO
31.0,1347.5,41.1,4.6,14.5,23.8,41.1,0.32,1,1,0.766,1,0.077,0.1682,LOW,DEMO
34.3,919.9,130.5,10.4,46.5,76.6,130.5,0.492,0,1,0.636,0,0.551,0.3518,MEDIUM,DEMO
14.4,967.0,39.4,4.8,13.4,26.8,39.4,0.292,3,0,0.69,1,0.022,0.1342,LOW,DEMO
57.7,994.5,156.9,27.8,63.7,100.0,156.9,0.587,3,0,0.71,1,0.138,0.7131,HIGH,DEMO
24.1,971.7,34.1,5.9,15.7,27.0,34.1,0.271,1,1,0.249,1,0.341,0.1721,LOW,DEMO
27.2,806.1,144.3,34.0,69.1,99.9,144.3,0.534,1,0,0.348,0,0.845,0.4547,MEDIUM,DEMO
27.2,3948.8,52.0,5.5,23.7,36.1,52.0,0.384,3,2,0.199,0,0.129,0.1408,LOW,DEMO
24.3,1266.1,107.5,17.8,39.8,82.3,107.5,0.519,1,2,0.264,0,0.176,0.2736,MEDIUM,DEMO
6.5,1430.3,131.3,18.1,51.6,86.5,131.3,0.542,2,0,0.711,0,0.22,0.3134,MEDIUM,DEMO
41.9,1933.4,87.2,13.5,37.8,57.2,87.2,0.441,2,1,0.84,0,0.461,0.3339,MEDIUM,DEMO
56.9,298.6,56.3,7.4,20.8,43.7,56.3,0.323,3,3,0.632,0,0.253,0.302,MEDIUM,DEMO
24.1,158.8,89.4,14.4,48.2,70.1,89.4,0.377,1,2,0.793,2,0.402,0.2246,LOW,DEMO
39.2,673.6,68.5,5.8,19.6,38.0,68.5,0.32,0,0,0.362,2,0.149,0.2728,MEDIUM,DEMO
42.4,729.5,76.8,10.7,27.4,45.6,76.8,0.331,0,0,0.763,0,0.426,0.3053,MEDIUM,DEMO
47.7,1670.4,21.4,2.1,9.6,13.2,21.4,0.29,1,0,0.377,0,0.154,0.2107,LOW,DEMO
31.2,607.9,115.7,17.7,47.1,75.8,115.7,0.428,1,1,0.8,0,0.498,0.3411,MEDIUM,DEMO
27.2,841.4,85.6,13.1,31.5,54.5,85.6,0.469,1,0,0.727,0,0.184,0.2439,LOW,DEMO
28.0,753.9,16.9,1.8,5.7,12.7,16.9,0.252,0,1,0.868,0,0.211,0.1003,LOW,DEMO
41.1,115.1,58.8,6.1,23.0,47.0,58.8,0.364,2,2,0.749,0,0.245,0.1906,LOW,DEMO
46.0,939.6,11.4,1.1,4.3,6.9,11.4,0.258,1,2,0.423,1,0.589,0.197,LOW,DEMO
22.2,1664.5,78.0,7.5,33.5,56.1,78.0,0.325,2,0,0.204,3,0.258,0.2154,LOW,DEMO
29.5,234.2,105.5,8.8,39.0,69.7,105.5,0.5,2,0,0.784,1,0.165,0.3011,MEDIUM,DEMO
51.1,892.0,46.6,5.9,23.8,32.7,46.6,0.371,1,2,0.554,0,0.045,0.2348,LOW,DEMO
45.4,890.4,44.1,3.7,17.9,32.5,44.1,0.372,0,0,0.772,1,0.082,0.2588,MEDIUM,DEMO
59.5,241.4,56.7,7.9,28.3,46.4,56.7,0.385,3,2,0.414,1,0.37,0.4205,MEDIUM,DEMO
42.9,198.6,43.9,4.8,16.6,26.7,43.9,0.294,0,0,0.142,3,0.452,0.2745,MEDIUM,DEMO
30.2,3603.2,38.2,6.7,13.4,22.0,38.2,0.284,2,3,0.16,1,0.222,0.1693,LOW,DEMO
36.5,530.4,14.7,3.2,6.4,10.8,14.7,0.3,2,1,0.63,2,0.198,0.1569,LOW,DEMO
39.1,312.2,42.9,4.0,15.8,28.6,42.9,0.407,1,0,0.207,0,0.232,0.218,LOW,DEMO
16.3,249.1,22.0,2.5,9.5,13.2,22.0,0.31,2,1,0.687,2,0.151,0.1039,LOW,DEMO
35.0,1071.3,152.6,18.2,52.2,89.3,152.6,0.582,1,3,0.439,0,0.643,0.4397,MEDIUM,DEMO
41.0,926.2,169.4,18.1,74.0,121.6,169.4,0.538,2,0,0.548,0,0.466,0.5613,HIGH,DEMO
21.5,1008.4,101.6,14.8,42.1,65.0,101.6,0.494,1,0,0.729,3,0.033,0.266,MEDIUM,DEMO
44.2,162.9,147.9,18.9,59.1,125.6,147.9,0.504,1,1,0.312,2,0.21,0.5627,HIGH,DEMO
36.3,2095.9,40.2,5.5,18.5,27.0,40.2,0.337,0,2,0.434,3,0.42,0.178,LOW,DEMO
55.3,523.8,104.9,17.4,38.9,64.4,104.9,0.426,3,0,0.674,1,0.379,0.595,HIGH,DEMO
13.3,418.4,103.1,22.1,49.3,76.2,103.1,0.486,3,0,0.818,1,0.71,0.3367,MEDIUM,DEMO
25.7,638.5,90.3,19.0,38.4,56.3,90.3,0.463,2,0,0.341,1,0.156,0.3456,MEDIUM,DEMO
36.9,525.0,55.5,7.4,27.6,38.8,55.5,0.279,1,0,0.593,1,0.256,0.256,MEDIUM,DEMO
26.9,1872.8,74.3,13.7,29.3,51.6,74.3,0.454,0,0,0.843,1,0.082,0.2603,MEDIUM,DEMO
41.2,2463.9,88.0,15.1,41.9,60.4,88.0,0.532,1,1,0.613,0,0.155,0.3493,MEDIUM,DEMO
43.2,405.5,86.7,13.6,36.1,68.4,86.7,0.393,2,1,0.799,0,0.129,0.3185,MEDIUM,DEMO
17.9,1875.2,36.4,6.8,14.5,22.4,36.4,0.311,2,2,0.834,0,0.527,0.1039,LOW,DEMO
34.0,1449.0,163.1,31.1,64.4,133.9,163.1,0.615,1,1,0.826,1,0.059,0.4993,MEDIUM,DEMO
33.8,2483.8,78.3,11.7,28.1,61.6,78.3,0.399,2,0,0.696,1,0.332,0.3095,MEDIUM,DEMO
29.5,333.8,120.4,11.4,37.5,78.3,120.4,0.473,1,2,0.54,2,0.272,0.29,MEDIUM,DEMO
53.5,854.3,50.1,5.7,16.5,30.3,50.1,0.438,3,1,0.194,0,0.256,0.3372,MEDIUM,DEMO
46.5,368.9,100.6,11.3,29.3,63.8,100.6,0.369,1,3,0.289,1,0.589,0.4164,MEDIUM,DEMO
40.5,1644.0,81.9,15.3,34.0,53.2,81.9,0.363,0,1,0.314,0,0.752,0.3735,MEDIUM,DEMO
41.2,84.8,39.4,6.1,15.4,28.3,39.4,0.344,2,0,0.145,1,0.073,0.2708,MEDIUM,DEMO
32.4,828.8,75.0,8.8,28.4,42.3,75.0,0.308,3,1,0.197,1,0.195,0.2738,MEDIUM,DEMO
52.5,452.9,60.4,7.5,23.1,49.7,60.4,0.343,1,0,0.344,1,0.14,0.3991,MEDIUM,DEMO
40.4,430.7,64.7,4.2,19.3,37.5,64.7,0.351,1,3,0.189,0,0.218,0.2005,LOW,DEMO
41.8,1011.8,134.0,23.2,48.6,84.9,134.0,0.547,2,2,0.249,2,0.291,0.4874,MEDIUM,DEMO
48.5,1796.4,69.3,5.2,22.8,40.4,69.3,0.413,3,2,0.161,2,0.387,0.3205,MEDIUM,DEMO
26.1,925.6,129.0,14.8,39.6,80.9,129.0,0.405,3,1,0.437,3,0.174,0.3312,MEDIUM,DEMO
45.5,1806.7,106.8,29.6,64.1,85.6,106.8,0.414,1,0,0.744,1,0.358,0.5024,HIGH,DEMO
22.8,356.6,80.5,10.3,31.7,59.2,80.5,0.365,1,1,0.737,2,0.427,0.2211,LOW,DEMO
28.7,739.6,138.7,25.1,57.1,85.7,138.7,0.497,2,1,0.808,2,0.385,0.4033,MEDIUM,DEMO
28.3,618.9,132.0,24.4,55.3,107.1,132.0,0.44,1,0,0.687,0,0.08,0.3467,MEDIUM,DEMO
58.5,90.5,80.6,9.9,45.5,63.7,80.6,0.422,1,1,0.306,2,0.292,0.5048,HIGH,DEMO
48.1,812.4,84.7,12.1,37.2,65.7,84.7,0.373,1,2,0.654,0,0.112,0.3073,MEDIUM,DEMO
40.7,1055.0,139.6,32.9,80.9,112.3,139.6,0.539,1,0,0.693,2,0.239,0.5151,HIGH,DEMO
41.8,886.7,111.1,14.8,45.2,81.8,111.1,0.456,0,0,0.533,1,0.54,0.4846,MEDIUM,DEMO
35.6,1279.6,162.0,18.7,51.4,113.5,162.0,0.502,0,3,0.733,1,0.264,0.4545,MEDIUM,DEMO
54.8,842.4,68.4,10.4,27.4,45.3,68.4,0.446,2,0,0.174,0,0.62,0.4635,MEDIUM,DEMO
33.4,142.2,31.7,2.9,11.9,19.5,31.7,0.38,1,0,0.572,2,0.101,0.1709,LOW,DEMO
29.8,191.4,45.5,5.1,15.9,32.7,45.5,0.349,3,1,0.485,0,0.532,0.171,LOW,DEMO
21.3,896.8,15.8,1.4,6.7,12.9,15.8,0.267,0,1,0.732,2,0.198,0.1021,LOW,DEMO
44.4,369.4,43.4,5.3,21.6,31.6,43.4,0.278,1,3,0.217,0,0.362,0.2055,LOW,DEMO
42.1,154.7,110.4,14.9,42.0,91.1,110.4,0.509,3,0,0.282,0,0.262,0.4342,MEDIUM,DEMO
30.0,585.3,69.1,10.1,27.1,45.4,69.1,0.42,1,3,0.545,0,0.307,0.181,LOW,DEMO
11.4,807.3,39.2,4.4,18.1,29.7,39.2,0.282,1,0,0.84,0,0.033,0.1041,LOW,DEMO
47.1,438.7,50.9,10.6,24.9,37.9,50.9,0.31,3,1,0.183,1,0.208,0.3572,MEDIUM,DEMO
9.3,1227.1,90.4,9.8,31.3,67.9,90.4,0.441,2,0,0.685,0,0.034,0.1854,LOW,DEMO
40.8,1009.0,52.8,11.7,24.6,39.3,52.8,0.289,1,1,0.276,0,0.259,0.2666,MEDIUM,DEMO
57.3,444.2,63.9,5.6,17.8,39.4,63.9,0.337,3,3,0.2,3,0.118,0.346,MEDIUM,DEMO
31.6,1345.4,22.6,1.7,7.1,13.4,22.6,0.24,0,0,0.42,0,0.119,0.1307,LOW,DEMO
24.5,1021.5,150.5,32.5,76.1,126.9,150.5,0.479,1,0,0.563,2,0.238,0.4179,MEDIUM,DEMO
40.8,993.1,163.6,24.7,66.7,92.2,163.6,0.518,2,1,0.749,0,0.064,0.4849,MEDIUM,DEMO
46.0,805.5,40.8,4.3,13.7,28.1,40.8,0.371,1,1,0.602,2,0.076,0.2442,LOW,DEMO
35.0,90.3,58.8,6.1,20.0,39.9,58.8,0.272,3,0,0.494,2,0.294,0.2345,LOW,DEMO
56.9,1153.2,14.1,1.5,6.0,9.3,14.1,0.298,0,3,0.337,2,0.398,0.2543,MEDIUM,DEMO
14.1,504.5,142.9,19.1,63.1,112.1,142.9,0.528,1,1,0.342,1,0.13,0.3854,MEDIUM,DEMO
33.7,2652.1,28.3,2.9,13.9,21.9,28.3,0.351,1,0,0.706,3,0.279,0.162,LOW,DEMO
41.4,1613.3,72.8,15.7,44.8,59.8,72.8,0.398,2,3,0.207,1,0.163,0.3394,MEDIUM,DEMO
48.5,877.4,34.8,8.1,17.3,23.2,34.8,0.296,0,0,0.231,1,0.279,0.3378,MEDIUM,DEMO
22.0,341.5,73.9,13.0,29.6,53.2,73.9,0.346,0,2,0.667,1,0.094,0.1917,LOW,DEMO
45.1,285.0,126.5,13.0,62.2,103.4,126.5,0.534,3,0,0.85,3,0.482,0.4809,MEDIUM,DEMO
35.2,454.5,106.4,30.2,65.1,90.2,106.4,0.472,3,0,0.211,0,0.079,0.3845,MEDIUM,DEMO
30.3,662.6,111.4,15.0,44.7,93.7,111.4,0.432,1,1,0.583,0,0.061,0.2939,MEDIUM,DEMO
19.6,396.0,25.8,3.0,11.5,19.7,25.8,0.343,1,1,0.302,1,0.351,0.1412,LOW,DEMO
48.7,731.1,71.5,10.2,23.9,42.4,71.5,0.361,1,1,0.14,3,0.655,0.4126,MEDIUM,DEMO
21.0,242.7,226.3,20.1,67.9,126.0,226.3,0.67,3,0,0.753,0,0.136,0.4597,MEDIUM,DEMO
27.4,3503.4,87.0,14.3,51.9,69.4,87.0,0.381,1,0,0.507,0,0.469,0.2744,MEDIUM,DEMO
26.7,182.8,75.7,10.1,40.7,60.8,75.7,0.417,2,1,0.138,0,0.363,0.233,LOW,DEMO
49.0,2498.7,62.3,9.5,27.3,48.2,62.3,0.316,3,3,0.801,0,0.261,0.2529,MEDIUM,DEMO
39.5,2283.7,81.8,8.3,36.2,51.9,81.8,0.387,1,1,0.527,0,0.149,0.2644,MEDIUM,DEMO
44.9,750.7,73.7,14.2,32.7,54.7,73.7,0.354,1,0,0.68,2,0.581,0.4015,MEDIUM,DEMO
25.1,1241.6,203.0,31.8,93.2,130.9,203.0,0.64,1,1,0.442,0,0.07,0.4758,MEDIUM,DEMO
37.7,595.5,121.7,14.8,44.2,83.4,121.7,0.495,3,1,0.261,1,0.54,0.4798,MEDIUM,DEMO
35.9,974.9,68.0,4.7,23.4,45.2,68.0,0.321,1,0,0.474,0,0.489,0.2297,LOW,DEMO
46.8,454.7,117.9,22.7,51.0,97.2,117.9,0.489,3,1,0.339,2,0.207,0.5279,HIGH,DEMO
51.4,402.5,43.2,5.7,16.4,26.8,43.2,0.256,3,1,0.346,2,0.047,0.3012,MEDIUM,DEMO
9.4,857.0,73.0,9.4,28.4,52.8,73.0,0.495,1,0,0.609,2,0.143,0.2013,LOW,DEMO
39.6,700.5,52.8,7.4,17.2,34.8,52.8,0.323,1,1,0.192,2,0.409,0.276,MEDIUM,DEMO
14.2,859.8,113.1,13.9,63.4,84.7,113.1,0.512,2,1,0.422,3,0.363,0.2858,MEDIUM,DEMO
35.1,384.0,69.5,11.2,36.0,50.0,69.5,0.389,0,3,0.535,1,0.51,0.261,MEDIUM,DEMO
26.6,491.5,81.0,16.0,42.9,67.0,81.0,0.413,1,1,0.659,3,0.476,0.2757,MEDIUM,DEMO
27.3,158.9,66.0,9.3,27.5,38.3,66.0,0.314,0,1,0.601,0,0.269,0.1852,LOW,DEMO
28.9,128.3,93.0,10.7,41.9,57.3,93.0,0.465,2,0,0.794,1,0.344,0.2979,MEDIUM,DEMO
37.6,343.1,114.2,16.8,58.1,89.0,114.2,0.464,3,1,0.874,0,0.315,0.3633,MEDIUM,DEMO
28.3,149.4,163.9,19.0,65.6,108.3,163.9,0.578,0,0,0.832,0,0.123,0.4168,MEDIUM,DEMO
42.0,178.6,61.8,13.2,26.5,37.1,61.8,0.36,2,0,0.701,1,0.267,0.3432,MEDIUM,DEMO
30.6,1588.6,36.3,4.7,15.8,25.5,36.3,0.324,2,0,0.641,3,0.143,0.1616,LOW,DEMO
15.5,115.7,96.3,9.2,35.0,71.8,96.3,0.384,2,1,0.147,0,0.19,0.2059,LOW,DEMO
44.3,1048.1,29.4,4.2,9.3,16.6,29.4,0.297,2,1,0.525,2,0.585,0.2439,LOW,DEMO
26.5,366.4,60.6,7.4,22.5,38.6,60.6,0.341,0,2,0.624,2,0.466,0.1708,LOW,DEMO
31.5,1927.0,23.4,4.5,13.6,18.6,23.4,0.258,1,1,0.434,0,0.406,0.1452,LOW,DEMO
40.0,677.2,334.2,55.7,152.9,236.0,334.2,0.877,0,1,0.412,0,0.258,0.6593,HIGH,DEMO
28.2,408.2,151.3,22.9,60.4,84.8,151.3,0.549,3,0,0.532,1,0.461,0.4918,MEDIUM,DEMO
14.6,736.2,142.7,23.1,61.3,90.6,142.7,0.528,1,2,0.809,0,0.061,0.2604,MEDIUM,DEMO
29.6,513.1,168.9,14.3,68.0,125.3,168.9,0.559,3,0,0.318,2,0.059,0.4686,MEDIUM,DEMO
54.5,827.7,133.3,24.1,54.1,81.3,133.3,0.518,1,1,0.423,0,0.284,0.5956,HIGH,DEMO
38.4,189.5,87.3,9.2,35.4,69.7,87.3,0.424,1,0,0.616,0,0.311,0.2925,MEDIUM,DEMO
39.5,4200.0,88.9,11.0,38.3,67.0,88.9,0.42,2,2,0.261,2,0.442,0.3241,MEDIUM,DEMO
38.0,578.9,159.1,19.2,76.1,110.0,159.1,0.554,2,1,0.755,3,0.057,0.4843,MEDIUM,DEMO
23.0,465.3,165.5,37.2,86.5,136.5,165.5,0.617,0,2,0.626,0,0.122,0.3504,MEDIUM,DEMO
